"Path","Category","SourceExists","DistExists","PublishExists","Width","Height","AspectRatio","Format","DecodedFormat","FormatMatchesExtension","FileSizeBytes","HasAlpha","DecodeStatus","Sha256","PerceptualHash","ExactDuplicateGroup","NearDuplicateGroup","ReferenceCount","ShippingStatus","DistPackageStatus","PublishPackageStatus","OrphanStatus","SuspectedPlaceholderStatus","PlaceholderReason","ProvenanceStatus","Notes"
"data/ams2/cars/driver.ethan_tornio.png","cars","True","True","True","900","281","3.2028","png","png","True","132078","True","OK","0b7954e306277ce3545723b47464a83afcae4413d3df28a9d32663cc88d66eba","0000000001000000011001000100110100001111000101100001001000000000","","NEAR-002","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.felipe_elssler.png","cars","True","True","True","900","281","3.2028","png","png","True","185547","True","OK","dccba62ebc22f1f630cb46c37cfed2a996e774d94cfab320fa0968ef2709ad66","0000000001000000010011000100110100011011000001110101110001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.george_turner.png","cars","True","True","True","900","281","3.2028","png","png","True","181179","True","OK","ca3a7c3a072f858702b47d2e4f86aaf2d8a1bdc13985790222f857f977c99fb0","0000000001000000010011000100110100011011000101100001001001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.gilberto_ceara.png","cars","True","True","True","900","281","3.2028","png","png","True","188772","True","OK","c442354e0e6885e14db71925d12cbb207daf4d79f725b464b7862c633a9b923f","0000000001000000010011000100110100011011000111100001110001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.gilles_gould.png","cars","True","True","True","900","281","3.2028","png","png","True","179376","True","OK","e798be18ef9a409ba75e72bc5922d7677ad0e731406f2a4f450d2df249662231","0000000001000000010011000100110100000111011001100101001101000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.giorgio_alberti.png","cars","True","True","True","900","281","3.2028","png","png","True","166162","True","OK","97fb5f038319b6a24e5c04b6a0e07dccdff1a6307b8e4bfc48615ae0f2f07a88","0000000000000000011001000110110001001111000011110100010001111000","","NEAR-005","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.ivanazzio_germi.png","cars","True","True","True","900","281","3.2028","png","png","True","184208","True","OK","23dfb29bb8f51d2e6936a3290262cf29437742ee3b22914f264425dbdafda5e2","0000000001000000010011000100110100011011000011110101110101000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.jean_herbin.png","cars","True","True","True","900","281","3.2028","png","png","True","175176","True","OK","00c78aa0569e78ffb2cfce8135cda62f90e566ae427db7b1decc669f0f2953b2","0000000001000000010011000100100100011011000110100001110001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.jean_rampal.png","cars","True","True","True","900","281","3.2028","png","png","True","177651","True","OK","675c19fe83d595f56616f169a79d7b0541c9dba650a71b5cee3c3328fda90b35","0000000001000000010011000100110100011011000101100001011001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.julianno_nono.png","cars","True","True","True","900","281","3.2028","png","png","True","181322","True","OK","b8daf5d249365c9be57aecb296985044214a174e3f27b71480bc87b014973e5c","0000000001000000010011000100100100011011000110100001110001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.keke_alfven.png","cars","True","True","True","900","281","3.2028","png","png","True","182590","True","OK","de87f41238d85d528a4e3a7851d8dd500e23911032758d33336b476947478174","0000000001000000010011000100110100011011000101100101011001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.kevin_yepes.png","cars","True","True","True","900","281","3.2028","png","png","True","189626","True","OK","e05231088c736fd3bede0a200d6b98897d930f490cd68ac5a6b5de006e42d135","0000000001000000010011000100110100011011000101100001011001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.luca_dufay.png","cars","True","True","True","900","281","3.2028","png","png","True","166607","True","OK","3db5cfb4ff9e10164ba973aae8d7ebdb9d23c5ca6c2cfe757412007e7e2c7e75","0000000001000000010011000100110100011011010011110100110101000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.marcel_moreau.png","cars","True","True","True","900","281","3.2028","png","png","True","146931","True","OK","3ba20fcca475a7dbfebf6bfa77686c8ffa11f8d0677a34b9854b1f4d8ff28beb","0000000001000000011001000100110100001111000100010111110100000000","","NEAR-002","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.michael_blume.png","cars","True","True","True","900","281","3.2028","png","png","True","191307","True","OK","7b18bff6c86c25e4ed90d6c509c3113fcee05aa222ab19e40b124767ed950bf9","0000000001000000010011000100110100011011000101100001011001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.mika_larssen.png","cars","True","True","True","900","281","3.2028","png","png","True","152020","True","OK","72766eca80e3ae445a7286c519e0b2d3c9610f413c7a85186cc2d5e186ab6803","0000000001000000010010000001100100011111000011100000110000100000","","NEAR-003","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.miyagi_hamano.png","cars","True","True","True","900","281","3.2028","png","png","True","173034","True","OK","e6325dd7cc1c5110c6c3b5763f25f5457643f38d5bbea01556faf845e6228db6","0000000001000000010011000100100100011011000110100001110001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.nigel_jones.png","cars","True","True","True","900","281","3.2028","png","png","True","167142","True","OK","0e3e064df37789e98bde5f821786fd8ef2da22af498b1ec129a60fa0d3f733a4","0000000000000000011001000110110001001111000011110100010001111000","","NEAR-005","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.park_arai.png","cars","True","True","True","900","281","3.2028","png","png","True","128097","True","OK","6dfafbb43b91a69763b7837650ebb686e97060b95b711e5e043a1c7637fb4ebe","0000000000000000011001000100110100001101001100010111110100000000","","NEAR-002","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.paul_klinger.png","cars","True","True","True","900","281","3.2028","png","png","True","143932","True","OK","1d482c8da0ee9280164df08fd276e75b850c4680c762fed4a12bb02ecae9af46","0000000001000000011001000100110100011011000011100001110000000000","","NEAR-004","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.paul_white.png","cars","True","True","True","900","281","3.2028","png","png","True","191030","True","OK","4ac0e50c2f26cae3ee7b7c790587acf252bfb9cc033e5f45ca12efcf107cf273","0000000001000000010011000100110100011011000101100001001001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.ryan_cotman.png","cars","True","True","True","900","281","3.2028","png","png","True","148644","True","OK","083a1d3787c019c89f694b176dd3352b88b9b95ad6b950cc1d15898fc7f048d6","0000000001000000011001000100110100001111000101100001010000000000","","NEAR-002","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.tristan_chardin.png","cars","True","True","True","900","281","3.2028","png","png","True","141620","True","OK","4075e98eac9f52db573df2c6055d537ea6b3f5fffcc5d1dc393e2229460d1a38","0000000001000000011001000100110100001111000100110011010100000000","","NEAR-002","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/cars/driver.willian_dehehe.png","cars","True","True","True","900","281","3.2028","png","png","True","172168","True","OK","a2bfac1d6507b25d812bd9941e8f4c29a0385e6415616b9d63895a8ddf2146df","0000000001000000010011000100100100011011000111100001111001000001","","NEAR-001","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic driver car-art convention."
"data/ams2/era-art/1967.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2626771","False","OK","b813253d7c00913b99da93e88696778e8da57c674f87c446cc24958d5e24509a","0101000101110100011001100011010100111110010110010101001001110000","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW",""
"data/ams2/era-art/1969.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","3054265","False","OK","9f9a5eecb16a9d504d03e6c50ec51d112e7c5f7473848877a121a2a497886ec3","0111000001100000010001000001100100110010010000100100100000101100","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1974.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2760973","False","OK","7b4c58c5f3b50d91d6d6bd86ef0e437e6ca453f9725cce9acd020fa587bb2f93","0111001000010010001100100010000000100110000001110001010101010010","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1978.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","3005252","False","OK","8c595dac6dee55bb6bfa4adaca89cf43802e69fda73b8e9e80901d20cbf1e6a2","0110100100100001000001010111011001010100001111100010110001100100","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1983.jpg","era-art","True","True","True","1672","941","1.7768","jpg","jpg","True","516361","False","OK","b3399ec381a8a3222db43872f5f9cd0376bc3a72dde9eacb24a924d995503e7b","0110000101100001011000110100011000000111010000010001101000001010","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW",""
"data/ams2/era-art/1985.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2789309","False","OK","66e7bf277e513b6b011cfcf9e70558aa63d50538322ca61103da72c913cd20ac","0110100101111001010111010110100101101011010011100110001101101000","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1986.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2523236","False","OK","31e728644b9ab6acf62d9f97172bb14e7c742cf7bdf35a899576ad5a4af4b753","0110000101100111001001100100000001001010000101110011011000110001","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1988.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2824617","False","OK","549a13f146c662e63bcc789b871b96e290a733c920e54a524de2907bd1213e5e","0001110001011000010011000100011101101011011011000110110000111000","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1990.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2862583","False","OK","3afbe5b18a25ef6c369ed29d705d79d21764212d4dc5d1622a87846a5747d8d8","0000110101100000001110000011010101010101011000110101011001010110","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1991.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2514217","False","OK","94e87b03e00f19d588c50a22ee22abea8d75893f7fff3ac749b4c87a20d7d80e","0010010001100100001111000001100000011100000011010100110101001011","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1992.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2438069","False","OK","ad73392f4263f340a033244f5c49c7389d1ce827f98e0499a74b6a0c5f696c0d","0110110001101001000110100011011001100101000110110011101000101010","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1993.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2212247","False","OK","2f7fb311dda83b75ea6d3a2575e8f254ee6fdd815039cabd6716ca6f3fdc7aeb","0111111001110010011000010010110001001100010011000111010001000100","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1995.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2392040","False","OK","f8dc759e4e69541c74676f6dcf2890721d49ede5a4479edb4af87f415953fe11","0011010101000110001010000111001101101101010111000011100000100001","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/1997.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2374916","False","OK","43ec1e383c172a873190d04425111778d723952b2804e9bfe85966a5e7f463bb","0100011001100110011100100011001000001110000010100111011010110100","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/2000.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2483364","False","OK","ccf2032ecade1e049d80014199d8b9c2ce4e2ecce30cddd7e5ee0698f0c92e70","0111110001111010011000110100101101011000010100000110110101111100","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/2005.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2285787","False","OK","12ff71f114b2d8bf42802417e3c37a81641b065d014e2613e99c9808ad2c1573","0111101101110000011100000010000001110010000110000110100000110000","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/2006.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2616513","False","OK","8d5a507cff4d0ed093986244fd0c4887875e9dde059747df0baf4640cfe4235b","0011101100111001010000100001101001110100010001000010000001000010","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW",""
"data/ams2/era-art/2008.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2452184","False","OK","ccec9f1b57a48daa2f53b42eb65687d86f4891d0f656a105813ee12cfabbb524","0011001001100001000011010001011100010011010010110100101001101000","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/2010.jpg","era-art","True","True","True","1672","941","1.7768","jpg","jpg","True","367397","False","OK","43d72485daaf3951884b5cdb88a3127045405cd9e5cd58545fb72542ce543bb6","0100000100110011001101110011111100110111001101110011010000110011","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/2016.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2337338","False","OK","1ed8879f20e325392257ea18852f56023c00a5bcd79a06dbc814cb332f52fb43","0110110001100010011100110100110001111010011010000010011001001100","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/2020.jpg","era-art","True","True","False","1672","941","1.7768","jpg","png","False","2721849","False","OK","c59af4f94937ddf12c111ac1c6cf06dc7a7ce10e0e3491cbdec2bac8ed33c959","0110101101000011010100110101000101100010011101000100101001100110","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/email.jpg","era-art","True","True","True","1280","720","1.7778","jpg","jpg","True","39966","False","OK","eb24312d0918fbdcb942e3d1f60f7cfabf20be2bdcf735468f034ed08f72864e","0000000000000000000100000000011001000110010011100000111000000010","","","3","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","DOCUMENTED_ORIGINAL_GENERATED",""
"data/ams2/era-art/fax.jpg","era-art","True","True","True","1280","720","1.7778","jpg","jpg","True","44773","False","OK","fb955459463a9dba3be2d8b2eb49bf75d9ea0fd74fedd294788affe73e7b60e3","0100001001110000011001100100011001000110010001100100011001001110","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","DOCUMENTED_ORIGINAL_GENERATED",""
"data/ams2/era-art/smgp.jpg","era-art","True","True","False","1800","874","2.0595","jpg","png","False","2474240","True","OK","5cea53362526ffc60d52480a4a89a1ef32e90e89fd69519adf2800870b7ad9d8","0110000100101001000111000001101101011011011010010101000100010010","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MISSING_FROM_PUBLISH","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Dynamic year/medium resolver convention."
"data/ams2/era-art/telegram.jpg","era-art","True","True","True","1280","720","1.7778","jpg","jpg","True","43402","False","OK","a86df0f1772d33a8a3fe9e6d345b757a446c3b3f2174487dad30eb928c1f97ca","0100011001000110010000100110001001011000011100000111000001000110","","","1","LOOSE_COPY_DECLARED","MATCHES_SOURCE","MATCHES_SOURCE","REFERENCED","NO_SIGNAL","","DOCUMENTED_ORIGINAL_GENERATED",""
"src/Companion.App/Assets/Era/letterhead-email.png","era-textures","True","False","False","480","96","5.0000","png","png","True","1242","True","OK","5c251f4545d9fdf6f1a3c837a5d3c76739d1f6e036365d5b8b5b0b87c70c26fe","0000000001000000000000000110001001100010011010000000000001000010","","","1","EMBEDDED_RESOURCE_DECLARED","NOT_APPLICABLE","EMBEDDED_RESOURCE_BUILD_PRESENT","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Referenced by the News era-theme resource dictionaries."
"src/Companion.App/Assets/Era/letterhead-fax.png","era-textures","True","False","False","480","96","5.0000","png","png","True","1705","True","OK","9eaca609ecb8cc29110dc5cc06a1ced7071113905d8dc6526290ae5c2bd5dc4f","0000000000100000010000000101110001011100010111000100000000100000","","","1","EMBEDDED_RESOURCE_DECLARED","NOT_APPLICABLE","EMBEDDED_RESOURCE_BUILD_PRESENT","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Referenced by the News era-theme resource dictionaries."
"src/Companion.App/Assets/Era/letterhead-telegram.png","era-textures","True","False","False","480","96","5.0000","png","png","True","2619","True","OK","9d05a938ac854418864cbb5e89337fa20d087407c570adedfee34de48154d21e","0000000001000000010000000100000001100011010000100100100001000000","","","1","EMBEDDED_RESOURCE_DECLARED","NOT_APPLICABLE","EMBEDDED_RESOURCE_BUILD_PRESENT","REFERENCED","NO_SIGNAL","","PROVENANCE_REVIEW","Referenced by the News era-theme resource dictionaries."
